OrderID,OrderDate,ProductID,SellerID,Device,Quantity,DiscountPct,GMV,MarketplaceRevenue,IsRefund
100196,2025-11-16,64,37,Desktop,1,0.0,198.21,18.82,0
100197,2025-09-15,19,16,Desktop,1,0.05,120.44,15.09,1
100198,2025-04-29,30,6,Mobile,1,0.0,45.87,6.05,0
100199,2025-08-12,8,68,Tablet,1,0.0,116.13,11.98,0
100200,2025-04-17,28,71,Tablet,2,0.15,225.98,30.51,0
100201,2025-12-12,37,24,Mobile,1,0.0,68.45,7.09,0
100202,2025-12-08,79,65,Desktop,1,0.1,188.93,18.43,0
100203,2025-08-05,98,35,Mobile,1,0.1,61.51,5.43,0
100204,2025-03-29,89,41,Mobile,1,0.0,28.9,2.86,0
100205,2025-02-06,76,31,Mobile,3,0.15,343.31,32.58,0
100206,2025-06-23,35,48,Mobile,1,0.15,76.21,7.17,0
100207,2025-12-09,92,13,Desktop,2,0.1,48.46,4.54,0
100208,2025-02-10,31,74,Mobile,2,0.0,469.76,54.19,0
100209,2025-12-19,42,49,Desktop,2,0.0,498.08,52.79,0
100210,2025-08-13,96,18,Desktop,1,0.0,67.95,6.23,0
100211,2025-03-01,94,75,Mobile,1,0.0,79.55,8.18,0
100212,2025-01-17,67,77,Tablet,3,0.0,406.05,53.19,0
100213,2025-08-26,36,51,Mobile,2,0.0,329.26,41.62,0
100214,2025-02-28,15,55,Tablet,1,0.15,41.76,4.97,0
100215,2025-01-06,55,4,Mobile,3,0.05,234.33,30.63,0
100216,2025-04-17,64,7,Mobile,1,0.0,198.21,26.7,0
100217,2025-12-29,5,37,Desktop,1,0.0,235.65,26.93,0
100218,2025-12-18,61,13,Mobile,2,0.0,415.62,35.86,0
100219,2025-05-24,16,4,Mobile,1,0.1,142.78,12.63,0
100220,2025-03-27,85,76,Desktop,2,0.1,497.59,69.98,1
100221,2025-05-15,99,58,Mobile,2,0.15,31.84,4.4,0
100222,2025-02-14,63,66,Desktop,2,0.1,305.96,29.22,0
100223,2025-06-28,91,50,Mobile,1,0.0,87.37,11.22,0
100224,2025-06-19,3,20,Desktop,2,0.2,143.28,20.79,0
100225,2025-12-24,90,77,Desktop,1,0.05,186.66,21.22,0
100226,2025-05-01,55,4,Desktop,1,0.0,82.22,10.03,0
100227,2025-04-13,74,5,Mobile,2,0.05,75.22,10.69,0
100228,2025-04-09,81,34,Desktop,1,0.0,151.5,17.34,0
100229,2025-02-23,32,41,Tablet,3,0.15,631.15,57.78,0
100230,2025-05-02,89,70,Desktop,1,0.0,28.9,2.48,0
100231,2025-04-05,75,37,Tablet,1,0.05,46.1,4.0,0
100232,2025-06-14,65,79,Tablet,1,0.05,158.74,19.16,0
100233,2025-03-11,43,36,Mobile,1,0.0,183.78,20.53,0
100234,2025-12-23,11,37,Tablet,2,0.0,376.84,39.16,0
100235,2025-09-13,3,35,Desktop,1,0.0,89.55,12.17,0
100236,2025-10-22,15,60,Mobile,3,0.1,132.65,11.34,0
100237,2025-01-20,86,77,Desktop,1,0.0,219.44,19.5,0
100238,2025-07-16,54,7,Mobile,1,0.15,145.39,19.62,0
100239,2025-02-28,16,73,Tablet,1,0.05,150.72,13.89,0
100240,2025-05-17,4,63,Mobile,1,0.1,36.77,3.76,0
100241,2025-07-26,55,65,Desktop,1,0.0,82.22,11.99,0
100242,2025-02-16,2,52,Mobile,2,0.05,283.25,29.25,0
100243,2025-05-14,61,80,Tablet,1,0.0,207.81,21.46,0
100244,2025-06-28,66,62,Desktop,1,0.0,193.39,26.66,0
100245,2025-01-13,58,53,Tablet,2,0.1,364.05,33.22,0
100246,2025-10-09,106,16,Mobile,2,0.2,206.69,17.6,0
100247,2025-01-10,30,53,Tablet,2,0.0,91.74,8.5,0
100248,2025-05-19,78,42,Mobile,1,0.1,153.35,22.83,0
100249,2025-01-18,97,61,Tablet,1,0.0,214.3,29.56,0
100250,2025-05-20,69,77,Tablet,1,0.0,239.61,35.75,0
100251,2025-11-17,117,64,Desktop,1,0.1,86.88,9.09,0
100252,2025-11-12,74,3,Desktop,2,0.0,79.18,6.67,0
100253,2025-11-09,79,72,Desktop,2,0.0,419.84,43.84,0
100254,2025-09-28,117,16,Desktop,1,0.0,96.53,8.07,0
100255,2025-04-24,21,38,Tablet,1,0.05,130.04,12.3,0
100256,2025-12-22,55,25,Tablet,1,0.1,74.0,6.28,0
100257,2025-09-09,73,18,Desktop,1,0.2,57.93,6.54,0
100258,2025-05-14,8,61,Mobile,1,0.1,104.52,8.79,0
100259,2025-09-25,91,71,Tablet,1,0.15,74.26,10.36,0
100260,2025-09-01,92,4,Mobile,2,0.0,53.84,6.56,0
100261,2025-10-19,85,18,Desktop,1,0.1,248.8,35.38,0
100262,2025-12-12,60,37,Mobile,1,0.0,49.54,5.23,0
100263,2025-11-23,80,75,Desktop,1,0.0,84.75,11.81,0
100264,2025-12-26,37,61,Desktop,1,0.0,68.45,9.08,0
100265,2025-02-27,79,30,Tablet,1,0.0,209.92,21.36,0
100266,2025-07-02,113,74,Mobile,1,0.05,169.27,17.72,0
100267,2025-11-16,55,22,Desktop,1,0.2,65.78,7.53,0
100268,2025-12-24,40,74,Desktop,1,0.1,192.11,20.81,0
100269,2025-11-18,117,54,Desktop,1,0.1,86.88,12.74,0
100270,2025-01-17,102,31,Tablet,1,0.0,203.89,20.99,0
100271,2025-12-19,114,8,Mobile,1,0.15,68.32,6.47,0
100272,2025-04-15,93,54,Mobile,1,0.0,43.17,3.81,0
100273,2025-08-23,32,43,Desktop,1,0.15,210.38,20.4,0
100274,2025-10-04,92,76,Desktop,1,0.0,26.92,2.22,0
100275,2025-08-02,38,46,Mobile,2,0.05,35.3,4.86,0
100276,2025-05-25,40,33,Tablet,2,0.0,426.92,42.97,0
100277,2025-09-04,98,61,Tablet,2,0.1,123.01,15.09,0
100278,2025-10-05,79,25,Tablet,1,0.1,188.93,17.25,0
100279,2025-07-21,100,62,Tablet,1,0.2,58.36,5.75,0
100280,2025-07-13,96,24,Desktop,1,0.15,57.76,5.42,0
100281,2025-12-06,99,67,Mobile,2,0.0,37.46,3.26,0
100282,2025-03-13,104,65,Desktop,1,0.0,153.98,20.91,0
100283,2025-12-07,58,49,Tablet,1,0.2,161.8,22.25,0
100284,2025-03-21,31,3,Mobile,1,0.1,211.39,25.56,0
100285,2025-01-26,45,1,Mobile,1,0.0,262.76,23.22,0
100286,2025-10-27,54,46,Tablet,1,0.15,145.39,14.29,0
100287,2025-05-21,84,42,Mobile,1,0.1,157.9,21.12,0
100288,2025-11-14,33,60,Tablet,1,0.1,114.24,9.86,0
100289,2025-11-08,73,53,Mobile,1,0.0,72.41,6.11,0
100290,2025-10-28,44,69,Tablet,1,0.15,157.36,14.9,0
100291,2025-02-26,10,19,Tablet,2,0.2,200.66,17.09,0
100292,2025-11-15,72,54,Mobile,1,0.0,25.32,3.5,0
100293,2025-12-04,15,1,Desktop,1,0.0,49.13,4.71,0
100294,2025-06-20,5,15,Tablet,1,0.05,223.87,27.47,0
100295,2025-02-14,53,65,Desktop,1,0.1,33.39,4.45,0
100296,2025-08-12,30,80,Mobile,2,0.0,91.74,8.56,0
100297,2025-05-19,104,3,Mobile,2,0.05,292.56,36.99,1
100298,2025-06-16,51,22,Mobile,1,0.0,37.35,5.11,0
100299,2025-05-28,49,69,Mobile,3,0.0,296.73,31.78,0
100300,2025-08-06,84,67,Desktop,1,0.15,149.12,19.15,0
100301,2025-03-26,69,73,Mobile,1,0.05,227.63,33.75,1
100302,2025-06-18,15,52,Mobile,1,0.0,49.13,5.85,0
100303,2025-03-14,38,7,Desktop,2,0.15,31.59,2.58,0
100304,2025-01-30,93,12,Tablet,1,0.05,41.01,4.34,0
100305,2025-04-20,19,14,Mobile,2,0.15,215.53,29.07,0
100306,2025-11-19,74,47,Desktop,1,0.05,37.61,4.62,0
100307,2025-08-31,10,37,Tablet,2,0.2,200.66,17.87,0
100308,2025-06-28,99,36,Tablet,1,0.0,18.73,1.66,0
100309,2025-08-20,103,48,Tablet,1,0.0,79.34,9.71,0
100310,2025-12-08,100,49,Desktop,2,0.0,145.9,19.04,0
100311,2025-07-17,91,3,Mobile,1,0.2,69.9,7.19,0
100312,2025-02-26,108,75,Mobile,1,0.0,266.6,35.49,0
100313,2025-02-28,35,74,Mobile,1,0.0,89.66,7.84,0
100314,2025-08-01,111,52,Mobile,1,0.0,252.25,32.55,0
100315,2025-02-14,51,73,Mobile,1,0.0,37.35,4.72,0
100316,2025-05-07,28,57,Mobile,1,0.0,132.93,16.45,0
100317,2025-01-15,11,44,Tablet,2,0.0,376.84,40.29,0
100318,2025-01-11,49,57,Mobile,3,0.0,296.73,29.21,0
100319,2025-11-17,106,51,Tablet,1,0.0,129.18,11.11,0
100320,2025-05-23,25,43,Mobile,1,0.0,94.63,11.62,0
100321,2025-09-27,98,13,Mobile,2,0.0,136.68,13.99,0
100322,2025-04-24,110,22,Mobile,1,0.05,119.78,13.74,0
100323,2025-05-22,24,40,Tablet,1,0.1,188.18,26.93,0
100324,2025-04-09,63,44,Mobile,1,0.0,169.98,23.34,0
100325,2025-06-18,118,47,Mobile,2,0.0,535.8,68.6,0
100326,2025-04-09,17,41,Mobile,2,0.2,407.65,35.92,0
100327,2025-07-17,60,16,Desktop,1,0.1,44.59,4.34,0
100328,2025-05-21,6,31,Mobile,1,0.1,16.32,1.69,0
100329,2025-02-02,78,48,Tablet,1,0.0,170.39,17.55,0
100330,2025-09-19,15,70,Mobile,1,0.15,41.76,5.29,0
100331,2025-06-20,100,50,Desktop,1,0.0,72.95,7.56,0
100332,2025-11-11,28,6,Mobile,1,0.05,126.28,14.55,0
100333,2025-01-09,7,22,Desktop,1,0.0,258.67,29.86,0
100334,2025-06-22,94,15,Desktop,3,0.0,238.65,22.56,0
100335,2025-03-19,114,22,Desktop,3,0.0,241.14,35.55,0
100336,2025-04-30,113,37,Mobile,1,0.05,169.27,14.59,0
100337,2025-06-06,2,19,Desktop,4,0.0,596.32,48.84,0
100338,2025-06-17,28,52,Mobile,1,0.05,126.28,11.97,0
100339,2025-10-08,106,8,Desktop,1,0.0,129.18,16.7,1
100340,2025-07-10,81,24,Tablet,1,0.0,151.5,13.08,0
100341,2025-03-03,64,4,Mobile,1,0.1,178.39,17.8,0
100342,2025-07-22,12,73,Mobile,1,0.05,223.69,21.72,0
100343,2025-12-06,109,39,Desktop,1,0.0,196.63,26.55,0
100344,2025-11-03,111,24,Desktop,1,0.2,201.8,18.87,0
100345,2025-08-21,9,49,Tablet,1,0.1,110.76,16.19,0
100346,2025-05-20,70,66,Desktop,4,0.05,671.65,89.64,0
100347,2025-08-18,59,25,Tablet,1,0.15,144.05,11.88,0
100348,2025-01-19,75,52,Mobile,1,0.0,48.53,6.9,0
100349,2025-04-27,8,37,Desktop,2,0.0,232.26,27.87,0
100350,2025-03-08,54,44,Mobile,3,0.0,513.15,52.3,0
100351,2025-10-26,104,4,Mobile,1,0.0,153.98,14.16,0
100352,2025-09-01,113,44,Mobile,1,0.0,178.18,24.86,0
100353,2025-11-13,81,63,Mobile,1,0.1,136.35,18.01,0
100354,2025-07-07,7,76,Desktop,1,0.0,258.67,22.08,0
100355,2025-09-09,7,79,Mobile,1,0.05,245.74,29.01,0
100356,2025-12-28,50,72,Tablet,1,0.05,230.36,33.5,0
100357,2025-02-06,77,8,Desktop,1,0.15,29.79,3.4,0
100358,2025-06-25,69,57,Tablet,1,0.0,239.61,27.91,0
100359,2025-08-19,28,60,Mobile,1,0.05,126.28,12.1,0
100360,2025-01-25,98,26,Desktop,2,0.1,123.01,10.62,0
100361,2025-04-22,9,16,Tablet,1,0.0,123.07,14.43,0
100362,2025-11-21,105,65,Desktop,1,0.2,124.7,12.73,0
100363,2025-12-17,13,47,Mobile,1,0.0,74.4,8.0,0
100364,2025-04-07,32,57,Tablet,3,0.0,742.53,106.38,0
100365,2025-06-08,57,2,Mobile,1,0.0,137.93,15.03,0
100366,2025-09-15,120,55,Mobile,1,0.0,69.64,8.47,0
100367,2025-05-22,9,63,Desktop,1,0.15,104.61,10.21,0
100368,2025-11-25,27,8,Tablet,1,0.0,39.15,4.27,0
100369,2025-11-18,12,74,Desktop,1,0.1,211.91,28.12,0
100370,2025-01-14,26,52,Mobile,1,0.0,68.07,7.82,0
100371,2025-08-30,5,51,Desktop,1,0.1,212.09,29.66,0
100372,2025-03-29,1,24,Desktop,1,0.15,20.05,2.82,0
100373,2025-08-17,43,61,Tablet,1,0.1,165.4,22.86,0
100374,2025-07-21,67,78,Desktop,1,0.2,108.28,12.49,0
100375,2025-11-22,88,7,Mobile,1,0.0,219.69,20.55,0
100376,2025-03-01,119,80,Mobile,1,0.0,24.76,2.87,0
100377,2025-04-07,51,1,Mobile,1,0.0,37.35,3.08,0
100378,2025-05-24,70,23,Mobile,2,0.2,282.8,41.7,0
100379,2025-11-20,56,37,Mobile,2,0.1,210.64,22.08,0
100380,2025-10-26,94,6,Tablet,1,0.0,79.55,9.98,0
100381,2025-12-10,10,58,Tablet,1,0.0,125.41,17.83,1
100382,2025-07-09,72,14,Desktop,1,0.2,20.26,2.66,0
100383,2025-03-16,46,18,Tablet,1,0.05,50.71,4.87,0
100384,2025-11-14,106,61,Desktop,1,0.0,129.18,18.61,0
100385,2025-07-19,54,10,Tablet,1,0.1,153.95,12.6,0
100386,2025-06-16,38,54,Desktop,1,0.0,18.58,2.13,0
100387,2025-09-15,4,9,Tablet,2,0.05,77.61,11.62,0
100388,2025-01-18,89,3,Mobile,1,0.0,28.9,4.24,1
100389,2025-03-05,52,56,Tablet,1,0.0,132.53,18.69,0
100390,2025-12-27,53,10,Mobile,1,0.1,33.39,2.7,0
100391,2025-10-22,116,28,Mobile,1,0.0,255.75,25.39,0
100392,2025-02-22,98,28,Desktop,1,0.0,68.34,9.62,0
100393,2025-03-26,60,64,Tablet,2,0.0,99.08,13.03,0
100394,2025-03-16,51,18,Desktop,1,0.0,37.35,4.38,0
100395,2025-10-01,70,35,Tablet,1,0.0,176.75,23.67,0
