OrderID,OrderDate,ProductID,SellerID,Device,Quantity,DiscountPct,GMV,MarketplaceRevenue,IsRefund
100055,2025-07-23,90,35,Desktop,4,0.05,487.39,53.25,0
100056,2025-10-18,114,46,Desktop,1,0.1,68.84,10.31,0
100057,2025-04-11,51,52,Mobile,3,0.0,78.27,7.12,0
100058,2025-02-16,52,74,Desktop,1,0.0,155.81,12.63,0
100059,2025-11-25,104,51,Mobile,1,0.15,73.28,9.64,0
100060,2025-06-28,37,21,Tablet,1,0.0,243.55,26.03,0
100061,2025-04-12,39,17,Mobile,4,0.0,1074.68,89.99,0
100062,2025-07-18,12,80,Tablet,2,0.0,79.24,10.7,0
100063,2025-07-27,79,26,Desktop,1,0.0,213.04,23.0,0
100064,2025-07-16,46,16,Mobile,1,0.05,240.42,34.33,0
100065,2025-10-15,108,5,Tablet,2,0.0,266.46,32.5,0
100066,2025-11-18,100,40,Tablet,1,0.0,58.19,6.39,0
100067,2025-08-17,65,57,Mobile,1,0.05,207.94,23.76,0
100068,2025-11-13,100,59,Mobile,2,0.0,116.38,9.86,0
100069,2025-07-07,12,57,Tablet,1,0.0,39.62,4.93,0
100070,2025-06-10,100,66,Mobile,1,0.0,58.19,6.19,0
100071,2025-03-11,4,9,Tablet,2,0.1,39.69,3.71,1
100072,2025-09-09,37,22,Tablet,2,0.15,414.04,35.02,0
100073,2025-05-10,21,42,Tablet,1,0.1,39.28,3.54,0
100074,2025-09-03,27,76,Desktop,1,0.0,265.17,28.12,0
100075,2025-07-26,21,36,Tablet,1,0.0,43.64,5.91,0
100076,2025-09-29,7,47,Desktop,1,0.0,181.01,25.66,0
100077,2025-10-02,81,51,Tablet,2,0.0,453.24,67.68,0
100078,2025-07-04,43,11,Desktop,1,0.05,105.41,15.5,0
100079,2025-09-22,33,40,Tablet,3,0.15,179.72,26.06,0
100080,2025-01-01,96,5,Mobile,1,0.05,118.49,13.06,0
100081,2025-01-25,17,63,Mobile,1,0.0,92.34,7.74,0
100082,2025-06-05,14,67,Desktop,1,0.0,163.25,16.5,0
100083,2025-07-07,80,61,Mobile,1,0.15,109.05,10.58,0
100084,2025-02-19,9,19,Tablet,2,0.0,48.96,4.82,0
100085,2025-11-27,106,72,Desktop,1,0.0,130.79,15.97,0
100086,2025-09-10,32,22,Mobile,1,0.0,57.04,6.18,0
100087,2025-01-30,117,14,Mobile,1,0.05,47.8,4.48,0
100088,2025-09-23,78,65,Tablet,1,0.1,39.72,3.66,0
100089,2025-06-03,81,7,Tablet,2,0.05,430.58,34.64,0
100090,2025-08-27,11,58,Mobile,1,0.0,94.67,9.11,0
100091,2025-06-21,115,34,Tablet,1,0.05,88.49,11.29,0
100092,2025-09-25,34,38,Tablet,3,0.15,199.82,17.18,0
100093,2025-03-28,34,31,Tablet,1,0.0,78.36,11.29,0
100094,2025-07-19,43,77,Mobile,1,0.1,99.86,14.43,1
100095,2025-10-02,61,61,Tablet,1,0.1,98.06,10.85,0
100096,2025-10-20,114,40,Mobile,1,0.0,76.49,9.15,0
100097,2025-01-17,4,15,Mobile,1,0.0,22.05,3.27,0
100098,2025-01-16,6,18,Tablet,1,0.0,233.6,19.8,0
100099,2025-10-30,98,47,Mobile,2,0.1,30.62,4.36,0
100100,2025-12-31,50,14,Mobile,1,0.0,130.09,10.72,0
100101,2025-11-21,12,37,Desktop,1,0.0,39.62,5.27,0
100102,2025-06-13,44,55,Desktop,1,0.0,197.05,19.66,0
100103,2025-07-08,117,42,Tablet,1,0.1,45.29,5.58,0
100104,2025-07-31,4,56,Tablet,2,0.0,44.1,5.7,0
100105,2025-04-21,92,12,Tablet,2,0.0,152.92,12.25,0
100106,2025-01-28,1,45,Desktop,1,0.05,252.73,34.82,1
100107,2025-10-31,45,66,Desktop,1,0.0,187.53,25.7,0
100108,2025-04-29,64,22,Mobile,3,0.1,407.51,46.59,1
100109,2025-10-15,101,14,Tablet,1,0.0,44.25,6.42,0
100110,2025-02-14,55,4,Desktop,1,0.0,173.41,24.81,0
100111,2025-07-14,114,30,Desktop,1,0.0,76.49,9.81,0
100112,2025-01-18,45,75,Desktop,1,0.1,168.78,18.82,0
100113,2025-06-15,22,60,Desktop,1,0.0,52.73,5.07,0
100114,2025-11-26,114,31,Tablet,1,0.0,76.49,9.88,0
100115,2025-03-21,93,20,Mobile,2,0.05,299.99,31.32,0
100116,2025-04-07,34,14,Mobile,3,0.0,235.08,25.13,1
100117,2025-06-04,94,39,Desktop,1,0.0,255.88,36.8,0
100118,2025-07-18,60,5,Mobile,1,0.1,16.37,2.1,0
100119,2025-11-20,38,60,Mobile,1,0.05,262.55,28.44,0
100120,2025-08-09,90,74,Tablet,2,0.0,256.52,24.63,0
100121,2025-11-25,90,75,Mobile,1,0.05,121.85,13.62,0
100122,2025-11-18,90,13,Desktop,1,0.0,128.26,16.66,0
100123,2025-08-05,62,59,Mobile,1,0.0,215.18,27.39,0
100124,2025-04-04,115,42,Mobile,1,0.0,93.15,13.81,0
100125,2025-10-06,28,21,Tablet,2,0.15,50.01,5.82,0
100126,2025-10-22,59,70,Mobile,2,0.0,280.54,35.0,0
100127,2025-09-25,44,53,Tablet,3,0.0,591.15,75.61,0
100128,2025-03-04,94,79,Desktop,1,0.0,255.88,27.31,0
100129,2025-02-08,54,54,Tablet,1,0.0,112.83,11.12,0
100130,2025-07-25,68,29,Desktop,1,0.0,227.29,32.97,0
100131,2025-11-21,25,61,Tablet,1,0.0,103.15,15.21,0
100132,2025-11-24,107,53,Desktop,4,0.1,627.98,78.79,0
100133,2025-08-29,46,30,Desktop,2,0.05,480.83,71.55,0
100134,2025-09-04,1,36,Desktop,1,0.0,266.03,30.21,0
100135,2025-11-23,11,47,Mobile,3,0.1,255.61,21.47,0
100136,2025-06-16,101,18,Tablet,2,0.05,84.08,6.81,0
100137,2025-02-06,84,38,Desktop,1,0.0,19.38,2.71,0
100138,2025-08-20,45,20,Mobile,3,0.1,506.33,46.46,0
100139,2025-11-08,101,12,Tablet,3,0.0,132.75,16.54,0
100140,2025-09-11,89,28,Tablet,1,0.1,35.59,4.52,0
100141,2025-03-02,34,54,Mobile,2,0.0,156.72,18.65,0
100142,2025-03-15,90,63,Mobile,1,0.0,128.26,18.01,0
100143,2025-06-14,60,73,Desktop,1,0.1,16.37,1.74,0
100144,2025-12-13,10,24,Tablet,1,0.05,118.11,9.62,0
100145,2025-06-19,104,13,Tablet,1,0.1,77.59,6.99,0
100146,2025-08-01,81,17,Desktop,1,0.05,215.29,22.37,0
100147,2025-10-11,99,27,Desktop,1,0.0,175.09,20.8,0
100148,2025-05-30,46,64,Desktop,1,0.2,202.46,28.57,0
100149,2025-04-15,84,64,Mobile,1,0.0,19.38,1.96,0
100150,2025-11-22,12,6,Desktop,2,0.15,67.35,7.96,0
100151,2025-06-03,14,1,Mobile,1,0.15,138.76,17.01,0
100152,2025-09-14,117,70,Tablet,1,0.0,50.32,6.4,0
100153,2025-12-15,11,28,Mobile,1,0.0,94.67,12.63,0
100154,2025-04-03,112,5,Desktop,2,0.15,403.1,50.75,0
100155,2025-03-13,101,40,Tablet,2,0.1,79.65,7.4,0
100156,2025-01-11,56,73,Tablet,1,0.15,203.59,23.38,0
100157,2025-03-02,100,54,Tablet,1,0.0,58.19,4.93,0
100158,2025-11-01,76,20,Desktop,2,0.0,474.48,40.71,0
100159,2025-03-19,81,2,Desktop,1,0.05,215.29,19.06,1
100160,2025-02-15,28,16,Mobile,1,0.0,29.42,3.53,0
100161,2025-04-06,119,7,Desktop,2,0.05,473.4,66.22,0
100162,2025-02-13,38,72,Tablet,1,0.05,262.55,37.36,0
100163,2025-01-27,92,5,Mobile,1,0.15,64.99,8.32,0
100164,2025-07-19,40,40,Tablet,1,0.2,42.04,5.82,0
100165,2025-06-11,48,74,Tablet,1,0.05,111.74,10.07,0
100166,2025-07-05,83,21,Tablet,2,0.0,412.5,55.47,0
100167,2025-05-20,101,73,Desktop,1,0.0,44.25,6.56,0
100168,2025-11-04,43,78,Tablet,4,0.1,399.46,48.77,0
100169,2025-08-08,114,32,Desktop,1,0.0,76.49,10.25,0
100170,2025-08-20,37,1,Desktop,1,0.0,243.55,29.49,0
100171,2025-01-22,37,19,Tablet,1,0.2,194.84,26.46,0
100172,2025-09-13,45,69,Mobile,1,0.0,187.53,20.01,0
100173,2025-04-30,40,78,Mobile,1,0.0,52.55,4.96,0
100174,2025-01-05,102,50,Desktop,1,0.0,150.92,15.83,0
100175,2025-07-23,75,67,Desktop,2,0.0,133.54,15.14,0
100176,2025-04-07,28,25,Mobile,1,0.05,27.95,2.95,0
100177,2025-07-26,100,67,Mobile,1,0.15,49.46,5.66,0
100178,2025-07-10,81,60,Mobile,1,0.0,226.62,23.6,0
100179,2025-01-11,13,5,Mobile,4,0.1,402.48,45.9,0
100180,2025-05-14,119,36,Desktop,1,0.0,249.16,30.28,0
100181,2025-03-09,33,5,Desktop,1,0.0,70.48,6.05,0
100182,2025-10-13,48,59,Desktop,3,0.15,299.93,25.34,0
100183,2025-07-23,119,16,Tablet,3,0.0,747.48,89.33,0
100184,2025-12-09,65,51,Mobile,1,0.0,218.88,32.31,1
100185,2025-04-24,23,5,Desktop,3,0.0,809.46,96.08,0
100186,2025-01-25,34,66,Tablet,2,0.1,141.05,16.06,0
100187,2025-06-12,97,1,Mobile,1,0.0,47.04,5.71,0
100188,2025-02-23,61,42,Desktop,1,0.0,108.95,12.39,0
100189,2025-05-03,104,19,Tablet,2,0.0,172.42,24.81,0
100190,2025-03-22,119,29,Mobile,3,0.1,672.73,95.67,0
100191,2025-08-17,13,50,Mobile,1,0.0,111.8,11.6,0
100192,2025-09-02,15,47,Mobile,1,0.05,184.63,17.1,0
100193,2025-03-16,57,20,Desktop,1,0.0,140.75,11.51,0
100194,2025-06-01,43,22,Desktop,1,0.0,110.96,15.89,0
100195,2025-09-20,8,28,Tablet,1,0.0,166.66,16.34,0
100196,2025-07-06,56,34,Mobile,3,0.0,718.56,72.04,0
100197,2025-01-30,107,38,Mobile,4,0.0,697.76,95.24,0
100198,2025-03-13,57,1,Tablet,1,0.0,140.75,11.66,0
100199,2025-05-22,74,24,Mobile,2,0.0,78.76,7.57,0
100200,2025-11-04,11,12,Tablet,2,0.1,170.41,15.72,0
100201,2025-12-09,91,25,Tablet,1,0.0,19.5,2.5,0
100202,2025-01-29,67,45,Desktop,1,0.05,216.63,31.67,0
100203,2025-07-29,117,62,Mobile,2,0.0,100.64,9.36,0
100204,2025-07-07,5,21,Tablet,1,0.0,76.5,6.14,0
100205,2025-08-17,67,10,Mobile,1,0.0,228.03,31.49,0
100206,2025-12-31,112,49,Tablet,2,0.0,474.24,66.91,0
100207,2025-09-11,58,66,Mobile,1,0.0,39.39,3.21,1
100208,2025-04-25,80,24,Mobile,1,0.0,128.29,17.6,0
100209,2025-02-19,119,25,Desktop,1,0.0,249.16,29.99,0
100210,2025-12-26,57,14,Desktop,2,0.05,267.43,22.24,0
100211,2025-09-10,75,65,Desktop,1,0.0,66.77,9.48,0
100212,2025-04-27,111,30,Mobile,1,0.0,259.31,27.94,0
100213,2025-01-10,82,50,Tablet,1,0.1,122.52,14.31,0
100214,2025-01-27,100,47,Desktop,1,0.1,52.37,6.81,0
100215,2025-10-16,103,42,Desktop,2,0.0,497.42,57.81,0
100216,2025-06-30,32,55,Tablet,1,0.0,57.04,6.68,0
100217,2025-08-10,26,65,Tablet,1,0.0,167.41,24.76,0
100218,2025-08-21,82,6,Mobile,1,0.05,129.32,12.75,0
100219,2025-05-20,81,70,Mobile,1,0.0,226.62,26.38,0
100220,2025-01-21,37,15,Desktop,1,0.0,243.55,20.51,0
100221,2025-09-21,116,35,Mobile,1,0.0,263.79,23.84,0
100222,2025-03-09,114,38,Desktop,1,0.0,76.49,10.06,0
100223,2025-05-28,108,59,Tablet,1,0.0,133.23,14.26,0
100224,2025-07-07,59,71,Desktop,1,0.0,140.27,14.27,0
100225,2025-04-24,25,66,Tablet,1,0.0,103.15,8.34,0
100226,2025-05-03,42,72,Desktop,1,0.0,87.56,13.06,0
100227,2025-01-12,21,71,Mobile,1,0.0,43.64,5.5,0
100228,2025-08-14,46,14,Tablet,1,0.2,202.46,26.66,0
100229,2025-06-22,86,46,Mobile,1,0.05,260.98,36.41,0
100230,2025-09-23,13,61,Desktop,2,0.05,212.42,30.59,0
100231,2025-02-22,1,53,Tablet,1,0.0,266.03,39.21,0
100232,2025-08-02,109,36,Tablet,1,0.0,148.08,16.53,0
100233,2025-06-30,38,46,Desktop,1,0.0,276.37,34.65,0
100234,2025-09-13,49,57,Desktop,1,0.0,28.68,2.59,0
100235,2025-10-25,30,12,Desktop,1,0.1,79.44,11.02,0
100236,2025-04-15,55,2,Mobile,1,0.0,173.41,19.91,0
100237,2025-06-09,69,80,Desktop,1,0.0,107.29,13.73,0
100238,2025-07-03,6,77,Tablet,1,0.15,198.56,25.29,0
100239,2025-02-20,53,48,Tablet,1,0.0,18.83,2.26,0
100240,2025-08-04,63,52,Desktop,2,0.15,413.73,50.11,0
100241,2025-02-17,22,47,Desktop,1,0.0,52.73,5.36,0
100242,2025-12-02,115,38,Tablet,1,0.15,79.18,9.15,1
100243,2025-11-20,21,68,Desktop,2,0.0,87.28,12.44,0
100244,2025-01-31,81,73,Tablet,1,0.0,226.62,28.14,0
100245,2025-12-21,53,2,Mobile,1,0.05,17.89,1.44,0
100246,2025-02-20,76,2,Tablet,1,0.0,237.24,31.75,0
100247,2025-11-28,115,69,Tablet,4,0.0,372.6,40.53,0
100248,2025-03-22,67,66,Mobile,1,0.0,228.03,33.37,0
100249,2025-08-28,79,56,Mobile,1,0.05,202.39,24.39,0
100250,2025-05-02,46,36,Mobile,1,0.05,240.42,33.7,0
100251,2025-02-02,45,25,Desktop,1,0.0,187.53,17.89,0
100252,2025-01-23,57,7,Tablet,1,0.0,140.75,12.83,0
100253,2025-03-30,41,1,Desktop,1,0.05,134.87,19.85,0
100254,2025-02-04,32,50,Tablet,2,0.0,114.08,11.6,0
100255,2025-09-06,3,32,Mobile,1,0.0,168.19,15.65,1
100256,2025-05-29,51,72,Desktop,1,0.0,26.09,2.79,0
100257,2025-02-03,16,55,Desktop,1,0.0,136.78,15.41,0
100258,2025-08-12,5,36,Tablet,1,0.1,68.85,6.67,0
100259,2025-04-11,35,70,Mobile,1,0.0,33.6,4.56,0
100260,2025-07-08,46,28,Tablet,1,0.05,240.42,29.01,0
100261,2025-09-01,65,27,Mobile,2,0.05,415.87,60.69,1
100262,2025-11-02,116,57,Tablet,4,0.0,1055.16,114.26,0
100263,2025-03-06,112,16,Tablet,1,0.0,237.12,23.46,0
100264,2025-07-17,4,73,Mobile,1,0.0,22.05,1.9,0
100265,2025-04-29,42,25,Tablet,2,0.0,175.12,25.21,0
100266,2025-06-02,25,9,Tablet,1,0.0,103.15,9.16,0
100267,2025-05-25,46,52,Desktop,2,0.15,430.22,60.36,0
100268,2025-05-22,23,4,Desktop,1,0.05,256.33,26.81,0
100269,2025-12-04,91,60,Mobile,4,0.0,78.0,11.19,0
100270,2025-05-30,15,35,Tablet,2,0.05,369.26,30.59,0
100271,2025-03-24,56,26,Desktop,1,0.05,227.54,27.0,0
100272,2025-04-02,73,30,Tablet,1,0.0,267.94,38.8,0
100273,2025-10-22,45,1,Mobile,2,0.1,337.55,33.77,0
100274,2025-10-27,78,7,Mobile,1,0.0,44.13,4.51,0
100275,2025-06-26,96,12,Desktop,1,0.0,124.73,16.51,0
100276,2025-05-24,68,12,Desktop,3,0.0,681.87,98.95,0
100277,2025-12-19,107,58,Tablet,1,0.05,165.72,18.23,0
100278,2025-03-07,63,25,Mobile,3,0.1,657.1,78.29,0
100279,2025-03-25,100,31,Tablet,1,0.2,46.55,4.27,0
100280,2025-02-17,26,40,Mobile,1,0.05,159.04,20.19,0
100281,2025-05-04,1,66,Tablet,1,0.15,226.13,23.65,0
100282,2025-12-29,19,76,Tablet,1,0.05,145.11,12.81,0
100283,2025-03-28,87,20,Tablet,4,0.1,193.61,20.99,0
100284,2025-12-20,38,2,Desktop,1,0.0,276.37,39.44,0
100285,2025-02-26,90,40,Desktop,3,0.0,384.78,42.77,0
100286,2025-05-29,22,72,Mobile,1,0.0,52.73,7.84,0
100287,2025-06-19,95,73,Desktop,1,0.0,189.54,20.92,0
100288,2025-10-06,42,2,Desktop,3,0.05,249.55,30.93,0
100289,2025-12-01,90,33,Tablet,1,0.0,128.26,10.51,0
100290,2025-03-16,38,48,Mobile,3,0.0,829.11,118.31,0
100291,2025-02-22,101,40,Tablet,1,0.0,44.25,5.55,0
100292,2025-04-28,48,18,Tablet,3,0.1,317.57,31.04,0
100293,2025-02-24,73,52,Mobile,3,0.0,803.82,92.41,0
100294,2025-06-03,78,75,Tablet,1,0.05,41.92,3.83,0
100295,2025-07-25,12,6,Desktop,1,0.0,39.62,4.2,0
100296,2025-11-09,110,66,Desktop,1,0.0,246.91,20.71,0
100297,2025-06-23,9,57,Mobile,1,0.1,22.03,3.16,0
100298,2025-06-01,1,57,Tablet,1,0.0,266.03,30.01,0
100299,2025-09-22,59,55,Tablet,3,0.1,378.73,56.13,1
100300,2025-11-14,11,8,Tablet,1,0.05,89.94,9.07,0
100301,2025-07-08,62,18,Desktop,2,0.0,430.36,53.52,0
100302,2025-04-24,87,58,Tablet,1,0.05,51.09,5.42,0
100303,2025-08-02,47,68,Mobile,1,0.0,225.83,19.87,0
100304,2025-04-14,71,15,Mobile,2,0.0,395.2,34.24,0
100305,2025-05-09,91,63,Mobile,1,0.0,19.5,2.34,0
100306,2025-09-20,117,76,Tablet,1,0.0,50.32,4.28,0
100307,2025-09-15,71,65,Tablet,2,0.15,335.92,41.61,1
100308,2025-09-21,14,59,Tablet,1,0.0,163.25,24.03,0
100309,2025-02-17,18,48,Tablet,1,0.0,220.99,23.44,0
100310,2025-11-01,28,59,Desktop,1,0.0,29.42,4.22,0
100311,2025-04-14,73,15,Tablet,2,0.0,535.88,70.83,0
100312,2025-12-15,2,33,Mobile,1,0.0,31.41,3.67,0
100313,2025-09-08,6,78,Desktop,1,0.0,233.6,31.82,0
100314,2025-12-12,32,33,Desktop,1,0.0,57.04,7.91,0
100315,2025-02-28,102,3,Desktop,1,0.1,135.83,12.63,0
100316,2025-05-29,112,49,Mobile,1,0.0,237.12,35.52,0
100317,2025-05-18,57,2,Mobile,1,0.0,140.75,16.2,0
100318,2025-01-19,10,24,Tablet,2,0.05,236.23,25.39,0
100319,2025-03-23,89,58,Desktop,1,0.2,31.63,3.68,0
100320,2025-09-28,28,40,Mobile,1,0.0,29.42,2.7,0
100321,2025-08-28,43,74,Desktop,1,0.0,110.96,8.92,0
100322,2025-06-20,30,3,Mobile,1,0.2,70.62,5.87,0
100323,2025-12-10,19,35,Desktop,1,0.0,152.75,15.02,0
100324,2025-09-28,75,18,Tablet,1,0.0,66.77,8.94,0
100325,2025-08-07,82,74,Tablet,1,0.1,122.52,16.6,0
100326,2025-03-14,88,10,Desktop,3,0.0,47.46,5.0,0
100327,2025-05-06,45,71,Tablet,1,0.0,187.53,19.43,0
100328,2025-09-04,65,48,Mobile,2,0.2,350.21,31.71,0
100329,2025-12-10,59,52,Desktop,1,0.1,126.24,18.31,0
100330,2025-03-15,39,40,Desktop,2,0.0,537.34,78.25,0
100331,2025-04-08,75,11,Tablet,1,0.0,66.77,9.96,0
100332,2025-12-20,55,9,Desktop,1,0.0,173.41,24.77,0
100333,2025-03-26,81,35,Mobile,2,0.0,453.24,48.94,0
100334,2025-11-05,37,65,Tablet,1,0.0,243.55,20.45,0
100335,2025-01-25,11,10,Tablet,1,0.0,94.67,8.82,0
100336,2025-01-08,82,42,Mobile,1,0.0,136.13,18.03,0
100337,2025-07-27,79,44,Mobile,1,0.0,213.04,17.72,0
100338,2025-06-21,100,64,Tablet,1,0.15,49.46,6.98,0
100339,2025-06-12,73,41,Mobile,1,0.05,254.54,35.24,0
100340,2025-01-10,20,27,Mobile,1,0.1,119.06,12.51,0
100341,2025-06-26,69,76,Tablet,1,0.2,85.83,10.32,0
100342,2025-11-13,34,62,Mobile,2,0.0,156.72,21.01,1
100343,2025-08-21,72,36,Desktop,1,0.15,194.39,17.35,0
100344,2025-09-01,13,47,Mobile,4,0.0,447.2,59.46,0
100345,2025-01-15,80,18,Mobile,1,0.0,128.29,15.25,0
100346,2025-11-07,47,20,Mobile,2,0.1,406.49,54.69,0
100347,2025-06-29,100,32,Desktop,4,0.0,232.76,28.99,0
100348,2025-07-19,59,28,Desktop,2,0.0,280.54,35.4,0
100349,2025-11-27,117,52,Tablet,2,0.0,100.64,12.03,0
100350,2025-07-12,85,29,Mobile,1,0.0,228.14,25.18,0
100351,2025-04-15,42,55,Tablet,1,0.15,74.43,8.55,1
100352,2025-03-22,62,35,Mobile,2,0.0,430.36,44.42,0
100353,2025-05-08,21,41,Tablet,1,0.2,34.91,3.31,0
100354,2025-04-18,109,47,Mobile,2,0.1,266.54,24.72,0
100355,2025-06-02,88,4,Mobile,1,0.15,13.45,1.2,0
100356,2025-09-15,95,46,Mobile,2,0.0,379.08,40.87,0
100357,2025-11-25,118,51,Desktop,4,0.0,283.4,27.33,0
100358,2025-12-20,2,5,Mobile,1,0.0,31.41,3.46,0
100359,2025-01-11,7,41,Mobile,2,0.0,362.02,41.31,0
100360,2025-08-08,1,23,Mobile,1,0.0,266.03,35.03,0
100361,2025-02-27,68,46,Desktop,3,0.0,681.87,100.87,0
100362,2025-04-25,94,10,Desktop,2,0.0,511.76,50.58,1
100363,2025-04-11,66,7,Desktop,2,0.2,160.56,15.85,0
100364,2025-01-22,84,59,Tablet,1,0.0,19.38,2.11,1
100365,2025-05-18,52,55,Desktop,1,0.0,155.81,14.11,0
100366,2025-07-29,103,19,Tablet,1,0.05,236.27,34.22,0
100367,2025-11-09,94,49,Mobile,2,0.05,486.17,41.85,0
100368,2025-01-18,117,7,Desktop,1,0.0,50.32,6.3,0
100369,2025-06-11,59,74,Mobile,1,0.05,133.26,15.05,0
100370,2025-10-07,49,31,Tablet,2,0.1,51.62,5.41,0
100371,2025-09-27,35,79,Tablet,1,0.0,33.6,4.17,0
100372,2025-04-25,119,79,Desktop,1,0.1,224.24,31.4,0
100373,2025-10-29,62,74,Mobile,4,0.0,860.72,114.48,0
100374,2025-04-15,68,22,Desktop,1,0.0,227.29,31.26,0
100375,2025-11-24,106,6,Desktop,1,0.1,117.71,16.15,0
100376,2025-03-20,90,33,Desktop,1,0.0,128.26,17.47,0
100377,2025-08-20,85,12,Desktop,1,0.2,182.51,23.48,0
100378,2025-09-02,94,23,Tablet,1,0.05,243.09,25.69,0
100379,2025-05-02,80,48,Tablet,1,0.0,128.29,10.42,0
100380,2025-10-20,34,8,Tablet,1,0.05,74.44,7.39,0
100381,2025-05-04,34,57,Mobile,1,0.0,78.36,6.76,0
100382,2025-05-29,80,48,Mobile,2,0.0,256.58,21.28,0
100383,2025-07-28,56,78,Desktop,1,0.0,239.52,28.86,0
100384,2025-04-09,110,75,Desktop,1,0.0,246.91,34.62,0
100385,2025-08-17,49,51,Tablet,1,0.15,24.38,3.05,0
100386,2025-02-25,76,73,Desktop,3,0.05,676.13,74.73,1
100387,2025-04-01,114,9,Desktop,1,0.0,76.49,10.15,0
100388,2025-04-29,95,26,Desktop,1,0.15,161.11,16.2,0
100389,2025-07-18,99,59,Mobile,1,0.1,157.58,18.91,0
100390,2025-09-12,12,28,Tablet,1,0.1,35.66,3.35,0
100391,2025-01-29,71,54,Tablet,1,0.0,197.6,16.5,0
100392,2025-06-14,43,25,Tablet,4,0.0,443.84,52.25,0
100393,2025-02-14,41,50,Desktop,1,0.0,141.97,15.28,0
100394,2025-12-15,7,40,Desktop,1,0.0,181.01,20.01,0
100395,2025-06-06,26,17,Mobile,1,0.05,159.04,23.1,0
